Id,Section,SectionDescription,Division,DivisionDescription,Group,GroupDescription
L641,فعالیت‌های مالی و بیمه‌ای,"This section includes financial service activities, insurance activities and financial auxiliary activities, regardless of the technologies used to conduct these activities or support services 
Three principal types of activities are classified in this section: raising, obtaining and providing funding in division 64, pooling of risk by underwriting insurance and annuities in division 65 and providing specialised services facilitating or supporting financial or insurance service activities in division 66.
This section also includes activities of holding assets, such as activities of holding companies and financing conduits and the activities of trusts, funds and similar financial entities (in division 64), as well as the activities of reinsurance and pension funds (in division 65).
This section excludes support activities to financial services but not financial in nature (e.g. IT services supporting banking activities)",فعالیت‌های خدمات مالی، به جز بیمه و تأمین مالی بازنشستگی,"This division includes the activities of obtaining and providing funds other than for the purpose of insurance or pension funding or compulsory social security.
This division also includes activities of holding financial assets such as activities of holding companies and financing conduits and the activities of trusts, funds and similar financial entities, which are not activities according to the ISIC principle in covering economic production. Units classified in groups 642 “Activities of holding companies and financing conduits” and 643 “Activities of trust, funds and similar financial entities” have little or no employment, physical presence, or physical production (see paragraphs 162 - 163 of the introductory guidelines) and are integrated in ISIC to facilitate the classification of units in the statistical business registers.
This division excludes the activities of promotional institution for economic development through long-term investments at local, regional and national level that act as the government's arm for executing public policy mandate, see 8414",واسطه‌گری مالی,"This group includes the obtaining and providing funds in the form of transferable deposits or close substitutes, i.e. funds that are fixed in money terms, obtained on a day-to-day basis and distributing these funds."
L642,فعالیت‌های مالی و بیمه‌ای,"This section includes financial service activities, insurance activities and financial auxiliary activities, regardless of the technologies used to conduct these activities or support services 
Three principal types of activities are classified in this section: raising, obtaining and providing funding in division 64, pooling of risk by underwriting insurance and annuities in division 65 and providing specialised services facilitating or supporting financial or insurance service activities in division 66.
This section also includes activities of holding assets, such as activities of holding companies and financing conduits and the activities of trusts, funds and similar financial entities (in division 64), as well as the activities of reinsurance and pension funds (in division 65).
This section excludes support activities to financial services but not financial in nature (e.g. IT services supporting banking activities)",فعالیت‌های خدمات مالی، به جز بیمه و تأمین مالی بازنشستگی,"This division includes the activities of obtaining and providing funds other than for the purpose of insurance or pension funding or compulsory social security.
This division also includes activities of holding financial assets such as activities of holding companies and financing conduits and the activities of trusts, funds and similar financial entities, which are not activities according to the ISIC principle in covering economic production. Units classified in groups 642 “Activities of holding companies and financing conduits” and 643 “Activities of trust, funds and similar financial entities” have little or no employment, physical presence, or physical production (see paragraphs 162 - 163 of the introductory guidelines) and are integrated in ISIC to facilitate the classification of units in the statistical business registers.
This division excludes the activities of promotional institution for economic development through long-term investments at local, regional and national level that act as the government's arm for executing public policy mandate, see 8414",فعالیت‌های شرکت‌های هلدینگ و کانال‌های تأمین مالی,"This group includes the activities of holding companies and financing conduits. These are corporate groups’ captive financial entities, i.e., units created by a financial or non-financial group to fulfil specific financial activities, whose main activity it is to own the group or to act as a vehicle to arrange and channel funds within the group, respectively.
This group excludes:
-	captive factoring and invoicing companies, see 6494
-	own-account investment activities, such as by venture capital companies and private equity firms, see 6499
-	-active management of companies and enterprises, strategic planning and decision making of the company, see 7010
-	other activities of corporate groups’ captive financial entities, which will be captured under the relevant activity classes"
L643,فعالیت‌های مالی و بیمه‌ای,"This section includes financial service activities, insurance activities and financial auxiliary activities, regardless of the technologies used to conduct these activities or support services 
Three principal types of activities are classified in this section: raising, obtaining and providing funding in division 64, pooling of risk by underwriting insurance and annuities in division 65 and providing specialised services facilitating or supporting financial or insurance service activities in division 66.
This section also includes activities of holding assets, such as activities of holding companies and financing conduits and the activities of trusts, funds and similar financial entities (in division 64), as well as the activities of reinsurance and pension funds (in division 65).
This section excludes support activities to financial services but not financial in nature (e.g. IT services supporting banking activities)",فعالیت‌های خدمات مالی، به جز بیمه و تأمین مالی بازنشستگی,"This division includes the activities of obtaining and providing funds other than for the purpose of insurance or pension funding or compulsory social security.
This division also includes activities of holding financial assets such as activities of holding companies and financing conduits and the activities of trusts, funds and similar financial entities, which are not activities according to the ISIC principle in covering economic production. Units classified in groups 642 “Activities of holding companies and financing conduits” and 643 “Activities of trust, funds and similar financial entities” have little or no employment, physical presence, or physical production (see paragraphs 162 - 163 of the introductory guidelines) and are integrated in ISIC to facilitate the classification of units in the statistical business registers.
This division excludes the activities of promotional institution for economic development through long-term investments at local, regional and national level that act as the government's arm for executing public policy mandate, see 8414",فعالیت‌های تراست‌ها، صندوق‌ها و نهادهای مالی مشابه,"This group includes legal entities organized to pool securities or other financial assets, without managing, on behalf of shareholders or beneficiaries. The portfolios are customized to achieve specific investment characteristics, such as diversification, risk, rate of return and price volatility. These entities earn interest, dividends and other property income, but have little or no employment and no revenue from the sale of services 
This class includes:
-	open-end investment funds
-	closed-end investment funds
-	trusts, estates or agency accounts, administered on behalf of the beneficiaries under the terms of a trust agreement, will or agency agreement
-	unit investment trust funds
Funds and trusts that earn revenue from the sale of goods or services are therefore classified according to their principal activity in other parts of ISIC (like in division 66 for fund management, division 68 for renting and operating of real estate or in division 77 for renting and leasing of ships or airplanes)."
L649,فعالیت‌های مالی و بیمه‌ای,"This section includes financial service activities, insurance activities and financial auxiliary activities, regardless of the technologies used to conduct these activities or support services 
Three principal types of activities are classified in this section: raising, obtaining and providing funding in division 64, pooling of risk by underwriting insurance and annuities in division 65 and providing specialised services facilitating or supporting financial or insurance service activities in division 66.
This section also includes activities of holding assets, such as activities of holding companies and financing conduits and the activities of trusts, funds and similar financial entities (in division 64), as well as the activities of reinsurance and pension funds (in division 65).
This section excludes support activities to financial services but not financial in nature (e.g. IT services supporting banking activities)",فعالیت‌های خدمات مالی، به جز بیمه و تأمین مالی بازنشستگی,"This division includes the activities of obtaining and providing funds other than for the purpose of insurance or pension funding or compulsory social security.
This division also includes activities of holding financial assets such as activities of holding companies and financing conduits and the activities of trusts, funds and similar financial entities, which are not activities according to the ISIC principle in covering economic production. Units classified in groups 642 “Activities of holding companies and financing conduits” and 643 “Activities of trust, funds and similar financial entities” have little or no employment, physical presence, or physical production (see paragraphs 162 - 163 of the introductory guidelines) and are integrated in ISIC to facilitate the classification of units in the statistical business registers.
This division excludes the activities of promotional institution for economic development through long-term investments at local, regional and national level that act as the government's arm for executing public policy mandate, see 8414",سایر فعالیت‌های خدمات مالی، به جز بیمه و تأمین مالی بازنشستگی,"This group includes financial service activities except insurance and pension funding activities, other than those conducted by monetary institutions, holding companies and financing conduits, and trusts, funds and similar entities.
This group excludes:
-	Insurance and pension funding activities, see division 65"
L651,فعالیت‌های مالی و بیمه‌ای,"This section includes financial service activities, insurance activities and financial auxiliary activities, regardless of the technologies used to conduct these activities or support services 
Three principal types of activities are classified in this section: raising, obtaining and providing funding in division 64, pooling of risk by underwriting insurance and annuities in division 65 and providing specialised services facilitating or supporting financial or insurance service activities in division 66.
This section also includes activities of holding assets, such as activities of holding companies and financing conduits and the activities of trusts, funds and similar financial entities (in division 64), as well as the activities of reinsurance and pension funds (in division 65).
This section excludes support activities to financial services but not financial in nature (e.g. IT services supporting banking activities)",بیمه، بیمه مجدد و تأمین مالی بازنشستگی، به جز تأمین اجتماعی اجباری,"The division includes the underwriting annuities, insurance policies such as direct life and non-life insurance and investing premiums to build up a portfolio of financial assets to be used against future claims. Provision of direct insurance, pension funding and reinsurance are included. 
This division excludes:
- Provision of insurance related services on a fee or contract basis, see division 66",بیمه,"This group includes life reinsurance with or without a substantial savings element and other non-life insurance. This group includes:
-	life insurance and life reinsurance with or without a substantial savings element and other non-life insurance
-	life insurance, with or without a substantial savings element, and non-life insurance
-	activities of insurance providers on own account
-	pooling and assuming insurance risks
This group also includes captive insurance activities
This group excludes:
		- selling of insurance as a broker, see 6622"
L652,فعالیت‌های مالی و بیمه‌ای,"This section includes financial service activities, insurance activities and financial auxiliary activities, regardless of the technologies used to conduct these activities or support services 
Three principal types of activities are classified in this section: raising, obtaining and providing funding in division 64, pooling of risk by underwriting insurance and annuities in division 65 and providing specialised services facilitating or supporting financial or insurance service activities in division 66.
This section also includes activities of holding assets, such as activities of holding companies and financing conduits and the activities of trusts, funds and similar financial entities (in division 64), as well as the activities of reinsurance and pension funds (in division 65).
This section excludes support activities to financial services but not financial in nature (e.g. IT services supporting banking activities)",بیمه، بیمه مجدد و تأمین مالی بازنشستگی، به جز تأمین اجتماعی اجباری,"The division includes the underwriting annuities, insurance policies such as direct life and non-life insurance and investing premiums to build up a portfolio of financial assets to be used against future claims. Provision of direct insurance, pension funding and reinsurance are included. 
This division excludes:
- Provision of insurance related services on a fee or contract basis, see division 66",بیمه مجدد,"This class includes:
-	activities of assuming all or part of the risk associated with existing insurance policies originally underwritten by other insurance providers 
This class includes also:
- activity of finite reinsurance"
L653,فعالیت‌های مالی و بیمه‌ای,"This section includes financial service activities, insurance activities and financial auxiliary activities, regardless of the technologies used to conduct these activities or support services 
Three principal types of activities are classified in this section: raising, obtaining and providing funding in division 64, pooling of risk by underwriting insurance and annuities in division 65 and providing specialised services facilitating or supporting financial or insurance service activities in division 66.
This section also includes activities of holding assets, such as activities of holding companies and financing conduits and the activities of trusts, funds and similar financial entities (in division 64), as well as the activities of reinsurance and pension funds (in division 65).
This section excludes support activities to financial services but not financial in nature (e.g. IT services supporting banking activities)",بیمه، بیمه مجدد و تأمین مالی بازنشستگی، به جز تأمین اجتماعی اجباری,"The division includes the underwriting annuities, insurance policies such as direct life and non-life insurance and investing premiums to build up a portfolio of financial assets to be used against future claims. Provision of direct insurance, pension funding and reinsurance are included. 
This division excludes:
- Provision of insurance related services on a fee or contract basis, see division 66",تأمین مالی بازنشستگی,"This class includes provision of retirement income benefits exclusively for the sponsor's employees or members. This includes pension plans with defined benefits as well as defined contributions
This class includes:
-	provision of employee benefit plans
-	provision of pension funds and plans
-	provision of retirement plans
This class excludes:
-	management of pension funds, see 6630
-	compulsory social security schemes, see 8430"
L661,فعالیت‌های مالی و بیمه‌ای,"This section includes financial service activities, insurance activities and financial auxiliary activities, regardless of the technologies used to conduct these activities or support services 
Three principal types of activities are classified in this section: raising, obtaining and providing funding in division 64, pooling of risk by underwriting insurance and annuities in division 65 and providing specialised services facilitating or supporting financial or insurance service activities in division 66.
This section also includes activities of holding assets, such as activities of holding companies and financing conduits and the activities of trusts, funds and similar financial entities (in division 64), as well as the activities of reinsurance and pension funds (in division 65).
This section excludes support activities to financial services but not financial in nature (e.g. IT services supporting banking activities)",فعالیت‌های کمکی به خدمات مالی و فعالیت‌های بیمه‌ای,"This division includes the provision of services involved in or supporting financial transactions in financial assets and liabilities, without taking ownership of the financial assets and liabilities being transacted, but not themselves providing financial services. These services can be provided via/in different media/ways, including over the Internet.",فعالیت‌های کمکی به خدمات مالی، به جز بیمه و تأمین مالی بازنشستگی,"This group includes the furnishing of physical or electronic marketplaces for the purpose of facilitating the buying and selling of stocks, stock options, bonds or commodity contracts, and trading of crypto assets with a corresponding liability. It also includes the provision of advisory services and well as the provision of equity and debt-based crowdfunding."
L662,فعالیت‌های مالی و بیمه‌ای,"This section includes financial service activities, insurance activities and financial auxiliary activities, regardless of the technologies used to conduct these activities or support services 
Three principal types of activities are classified in this section: raising, obtaining and providing funding in division 64, pooling of risk by underwriting insurance and annuities in division 65 and providing specialised services facilitating or supporting financial or insurance service activities in division 66.
This section also includes activities of holding assets, such as activities of holding companies and financing conduits and the activities of trusts, funds and similar financial entities (in division 64), as well as the activities of reinsurance and pension funds (in division 65).
This section excludes support activities to financial services but not financial in nature (e.g. IT services supporting banking activities)",فعالیت‌های کمکی به خدمات مالی و فعالیت‌های بیمه‌ای,"This division includes the provision of services involved in or supporting financial transactions in financial assets and liabilities, without taking ownership of the financial assets and liabilities being transacted, but not themselves providing financial services. These services can be provided via/in different media/ways, including over the Internet.",فعالیت‌های کمکی به بیمه و تأمین مالی بازنشستگی,"This group includes acting as agents (i.e. brokers) in selling annuities and insurance policies or provide other employee benefits and insurance and pension related services such as claims adjustment and third party administration.
This group excludes:
-	pooling and assuming insurance risks by underwriting, see division 65"
L663,فعالیت‌های مالی و بیمه‌ای,"This section includes financial service activities, insurance activities and financial auxiliary activities, regardless of the technologies used to conduct these activities or support services 
Three principal types of activities are classified in this section: raising, obtaining and providing funding in division 64, pooling of risk by underwriting insurance and annuities in division 65 and providing specialised services facilitating or supporting financial or insurance service activities in division 66.
This section also includes activities of holding assets, such as activities of holding companies and financing conduits and the activities of trusts, funds and similar financial entities (in division 64), as well as the activities of reinsurance and pension funds (in division 65).
This section excludes support activities to financial services but not financial in nature (e.g. IT services supporting banking activities)",فعالیت‌های کمکی به خدمات مالی و فعالیت‌های بیمه‌ای,"This division includes the provision of services involved in or supporting financial transactions in financial assets and liabilities, without taking ownership of the financial assets and liabilities being transacted, but not themselves providing financial services. These services can be provided via/in different media/ways, including over the Internet.",فعالیت‌های مدیریت سرمایه,"This class includes portfolio and fund management activities, for instance making decisions on which investments to purchase or sell, on a fee or contract basis, for individuals, businesses and others, e.g.:
-	management of mutual funds
-	management of other investment funds
-	management of pension funds
This class includes also
-	activities of asset management, on a fee or contract basis
This class excludes
-	dealing in financial markets on own-account, see 6499
-	management of real estate, see division 68"
M681,فعالیت‌های املاک و مستغلات,"This section includes activities of owning, renting out, buying, selling, developing or refurbishing (re-developing) property. It includes various types of real estate investors, e.g. real estate investment companies, real estate investment trust (REITs), real estate asset management firms, real estate funds, real estate development companies or real estate traders, housing cooperatives.
 	Furthermore, it includes agents and/or brokers in one or more of the following: selling or
	buying real estate, rental real estate, providing other real estate services such as appraising real estate
	or acting as real estate escrow agents. Activities in this section may be carried out on own or leased 
	property and may be done on a fee or contract basis.
This section also includes the development of construction projects for self-owned buildings or civil engineering works for later sale or renting 
This section excludes:
- general construction and specialised construction activities for buildings and civil engineering works, see 	section F",فعالیت‌های املاک و مستغلات,,فعالیت‌های املاک و مستغلات با املاک خود یا اجاره‌ای,"This class includes:
- renting and operating of self-owned or leased real estate, such as:
* apartment buildings and dwellings
* non-residential buildings, including office buildings, coworking space, exhibition halls, self-storage facilities, malls and shopping centers, data centers
* land, including agricultural and forestry land
- provision of homes and furnished or unfurnished flats or apartments for more permanent use, on an annual basis or longer
- operation of residential mobile home sites for primary residences
- development of building projects for own operation, i.e. for renting of space in these buildings
- development of building projects for sale
This class includes also:
- letting of roofs, e.g. for solar power installations
- renting of plant and factory buildings, with or without machinery and equipment
This class excludes:
- operation of hotels, suite hotels, holiday homes, rooming houses, campgrounds, trailer parks and other non-residential or short-stay accommodation places (including student accommodation) provided for less than one year, see division 55
- rental of machinery, see 773
- residential care activities for older persons or persons with physical disabilities, including supervision and assistance in daily living, see 8730"
M682,فعالیت‌های املاک و مستغلات,"This section includes activities of owning, renting out, buying, selling, developing or refurbishing (re-developing) property. It includes various types of real estate investors, e.g. real estate investment companies, real estate investment trust (REITs), real estate asset management firms, real estate funds, real estate development companies or real estate traders, housing cooperatives.
 	Furthermore, it includes agents and/or brokers in one or more of the following: selling or
	buying real estate, rental real estate, providing other real estate services such as appraising real estate
	or acting as real estate escrow agents. Activities in this section may be carried out on own or leased 
	property and may be done on a fee or contract basis.
This section also includes the development of construction projects for self-owned buildings or civil engineering works for later sale or renting 
This section excludes:
- general construction and specialised construction activities for buildings and civil engineering works, see 	section F",فعالیت‌های املاک و مستغلات,,فعالیت‌های املاک و مستغلات بر اساس حق‌الزحمه یا قرارداد,"This class includes the intermediation of buying, selling and rental of real estate by bringing clients and sellers or service providers together for a fee or commission. These intermediation activities can be carried out on digital platforms or through non-digital channels (face-to-face including door-to-door, phone, mail, etc.). The fee or commission can be received from either the client or the seller of the real estate or the provider of the real estate service. Revenue for the intermediation activities can include other sources of income, such as revenues from selling advertising space to third parties.
This class includes the provision of real estate activities by real estate agencies or independent real estate agents:
- intermediation in buying, selling and rental of real estate on a fee or contract basis
This class also includes:
- real estate listing services
This class excludes:
- legal activities, see 6910
-activities of real estate escrow agents, see 6829"
N691,فعالیت‌های حرفه‌ای، علمی و فنی,"This section includes specialised professional, scientific and technical activities. These activities require a high degree of training, and make specialised knowledge and skills available to users.",فعالیت‌های حقوقی و حسابداری,"This division includes legal representation of one party's interest against another party, whether or not before courts or other judicial bodies by, or under supervision of, persons who are members of the bar, such as advice and representation in civil cases, advice and representation in criminal actions, advice and representation in connection with labour disputes.

The activities of this division may be provided also online.
	It also includes preparation of legal documents such as articles of incorporation, partnership agreements or similar documents in connection with company formation, patents and copyrights, preparation of deeds, wills, trusts, etc. as well as other activities of notaries public, civil law notaries, bailiffs, arbitrators, examiners and referees.
It also includes accounting and bookkeeping services such as auditing of accounting records, preparing financial statements and bookkeeping.",فعالیت‌های حقوقی,"This class includes:
-	legal representation of one party's interest against another party, whether or not before courts or other judicial bodies by, or under supervision of, persons who are members of the bar:
•	advice and representation in civil cases
•	advice and representation in criminal cases
•	advice and representation in connection with labour disputes
-	general counselling and advising, preparation of legal documents:
•	articles of incorporation, partnership agreements or similar documents in connection with company
•	formation
•	patents and copyrights
•	preparation of deeds, wills, trusts etc.
-	other activities of notaries public, civil law notaries, bailiffs, arbitrators, examiners and referees
This class includes also:
-legal mediation activities
-	activities of appointed legal guardians, without provision of residential care
This class excludes:
-	law court activities, see 8423
-	social mediation, see 8890"
N692,فعالیت‌های حرفه‌ای، علمی و فنی,"This section includes specialised professional, scientific and technical activities. These activities require a high degree of training, and make specialised knowledge and skills available to users.",فعالیت‌های حقوقی و حسابداری,"This division includes legal representation of one party's interest against another party, whether or not before courts or other judicial bodies by, or under supervision of, persons who are members of the bar, such as advice and representation in civil cases, advice and representation in criminal actions, advice and representation in connection with labour disputes.

The activities of this division may be provided also online.
	It also includes preparation of legal documents such as articles of incorporation, partnership agreements or similar documents in connection with company formation, patents and copyrights, preparation of deeds, wills, trusts, etc. as well as other activities of notaries public, civil law notaries, bailiffs, arbitrators, examiners and referees.
It also includes accounting and bookkeeping services such as auditing of accounting records, preparing financial statements and bookkeeping.",فعالیت‌های حسابداری، ثبت‌نام و حسابرسی؛ مشاوره مالیاتی,"This class includes:
-recording of commercial transactions from businesses or others
-	bookkeeping activities for financial accounting and payroll accounting etc.
-	preparation or auditing of financial accounts
-	examination of accounts and certification of their accuracy
-	preparation of tax returns for individuals or enterprises
-	accounting advisory activities and representation on behalf of clients before tax authorities or tax courts
-	duty and tax tariff calculation service activities 
This class includes also:
-activities of invoicing services 
This class excludes:
- provision of accounting software, see 621
- data-processing and tabulation activities, see 6310
- management consultancy on accounting systems, budgetary control procedures, see 7020
- bill collection, see 8291"
N701,فعالیت‌های حرفه‌ای، علمی و فنی,"This section includes specialised professional, scientific and technical activities. These activities require a high degree of training, and make specialised knowledge and skills available to users.",فعالیت‌های دفاتر مرکزی؛ فعالیت‌های مشاوره مدیریت,"This division includes the provision of advice and assistance to businesses and other organisations on management issues, such as strategic and organisational planning; financial planning and budgeting; marketing objectives and policies; human resources policies, practices, and planning; production scheduling; and control planning.
	This division includes also: the overseeing and managing of other units of the same enterprises or group of enterprises, i.e. the activities of head offices.",فعالیت‌های دفاتر مرکزی,"This class includes: the overseeing and managing of other units of the enterprise or enterprise group i.e. acting as head office; undertaking the strategic or organisational planning and decision making role of the company or enterprise; exercising operational control and managing the day-to-day operations of their related units. These activities are the same regardless of which activities the managed units perform (financing, manufacturing trade, etc.
	This class includes activities of:
-	centralised administrative offices
-	corporate offices
-	district and regional offices
-	subsidiary management offices
This class excludes:
-	activities of holding companies, not engaged in head office activities, see 6421"
N702,فعالیت‌های حرفه‌ای، علمی و فنی,"This section includes specialised professional, scientific and technical activities. These activities require a high degree of training, and make specialised knowledge and skills available to users.",فعالیت‌های دفاتر مرکزی؛ فعالیت‌های مشاوره مدیریت,"This division includes the provision of advice and assistance to businesses and other organisations on management issues, such as strategic and organisational planning; financial planning and budgeting; marketing objectives and policies; human resources policies, practices, and planning; production scheduling; and control planning.
	This division includes also: the overseeing and managing of other units of the same enterprises or group of enterprises, i.e. the activities of head offices.",فعالیت‌های مشاوره مدیریت و سایر مشاوره‌های مدیریتی,"This class includes the provision of advice, guidance and operational assistance to businesses and other organizations on management issues, such as strategic and organizational planning; decision areas that are financial in nature; marketing objectives and policies; human resource policies, practices and planning; production scheduling and control planning.
This provision of business services may include advice, guidance or operational assistance to businesses and the public service regarding:
-	lobbying activities 
-	design of accounting methods or procedures, cost accounting programmes, budgetary control procedures
-	advice and help to businesses and public services in planning, organization, efficiency and control, management information etc.
-	occupational health and safety consulting, e.g identification and documentation of risks
This class excludes:
-	design of computer software for accounting systems, see 6219
-	legal advice and representation, see 6910
-	accounting, bookkeeping and auditing activities, tax consulting, see 6920
-	architectural, engineering and other technical advisory activities, see 7110, 7499
-	advertising activities, see 7310
-	market research and public opinion polling, see 7320
-	executive placement or search consulting services, see 7810
-	activities of casting agents, see 7810
-	educational consulting activities, see 8569"
N711,فعالیت‌های حرفه‌ای، علمی و فنی,"This section includes specialised professional, scientific and technical activities. These activities require a high degree of training, and make specialised knowledge and skills available to users.",فعالیت‌های معماری و مهندسی؛ آزمایش و تحلیل فنی,"This division includes the provision of architectural services, engineering services, drafting services, building inspection services and surveying and mapping services.
This division also includes the performance of physical, chemical, and other analytical testing services and the provision of technical certification services.",فعالیت‌های مشاوره‌ای معماری و مهندسی و فعالیت‌های فنی مرتبط,"This class includes the provision of architectural services, engineering services, drafting services, building inspection services and surveying and mapping services and the like.
This class includes:
-	architectural consulting activities:
•	building design and drafting
•	town and city planning and landscape architecture
-	engineering design (i.e. applying physical laws and principles of engineering in the design of machines, materials, instruments, structures, processes and systems) and consulting activities for:
•	machinery, industrial processes and industrial plant
•	projects involving civil engineering, hydraulic engineering, traffic engineering
•	water management projects
•	projects elaboration and realization relative to electrical and electronic engineering, mining engineering, chemical engineering, mechanical, industrial and systems engineering, safety engineering
•	project management activities related to construction
-	elaboration of projects using air conditioning, refrigeration, sanitary and pollution control engineering, acoustical engineering etc.
-	geophysical, geologic and seismic surveying
-	geodetic surveying activities:
•	land and boundary surveying activities
•	hydrologic surveying activities
•	subsurface surveying activities
•	cartographic and spatial information activities
This class excludes:
-	test drilling in connection with mining operations, see 0910, 0990
-	publishing of associated software, see 5829
-	development or associated software, see 6219
-	activities of computer consultants, see 6220
-	technical testing, see 7120
-	research and development activities related to engineering, see 7210
-	industrial design, see 7410
-	interior decorating, see 7410
-	aerial photography, see 7420"
N712,فعالیت‌های حرفه‌ای، علمی و فنی,"This section includes specialised professional, scientific and technical activities. These activities require a high degree of training, and make specialised knowledge and skills available to users.",فعالیت‌های معماری و مهندسی؛ آزمایش و تحلیل فنی,"This division includes the provision of architectural services, engineering services, drafting services, building inspection services and surveying and mapping services.
This division also includes the performance of physical, chemical, and other analytical testing services and the provision of technical certification services.",آزمایش و تحلیل فنی,"This class includes:
-	performance of physical, chemical and other analytical testing of all types of materials and products, such as:
•	acoustics and vibration testing
•	testing of composition and purity of minerals etc.
•	testing activities in the field of food hygiene, including testing and control in relation to food production, e.g. testing of animals before slaughter
•	testing of physical characteristics and performance of materials, such as strength, thickness, durability, radioactivity etc.
•	qualification and reliability testing
•	performance testing of complete machinery: motors, automobiles, electronic equipment etc.
•	radiographic testing of welds and joints
•	failure analysis
•	testing and measuring of environmental indicators: air and water pollution etc.
•	testing the quality of fuels
-	certification of products, including consumer goods, motor vehicles, aircraft, pressurised containers, nuclear plants etc.
-	certification of consumer goods
-	periodic road-safety testing of motor vehicles
-	testing with use of models or mock-ups (e.g. of aircraft, ships, dams etc.)
-	operation of police or forensic laboratories
-	product origin and quality assessment activities
This class includes also: 
-	inspections of air ducts, water and gas pipes, not associated with repair or installation
This class excludes:
-	testing of animal specimens, for sanitary reasons and not associated with food production, see 7500
-	diagnostic imaging, testing and analysis of medical and dental specimens, see 86
-	inspections of air ducts, water and gas pipes, associated with repair or installation, see section F
-	sampling and weighing as part of goods handling operations, see 5229
-	penetration testing of computer systems, ethical hacking and cybersecurity, see division 62
-	consulting activity carried out by companies or professionals in order to obtain a certification, see 7020
-	DNA sequencing for general research on biological processes, see 7210
-	DNA sequencing for ruling out or curing a specific disease, see 8699"
N721,فعالیت‌های حرفه‌ای، علمی و فنی,"This section includes specialised professional, scientific and technical activities. These activities require a high degree of training, and make specialised knowledge and skills available to users.",تحقیقات و توسعه علمی,"This division includes the activities of three types of research and development: (1) basic research: experimental or theoretical work undertaken primarily to acquire new knowledge of the underlying foundations of phenomena and observable facts, without particular application or use in view, (2) applied research: original investigation undertaken in order to acquire new knowledge, directed primarily towards a specific practical aim or objective and (3) experimental development: systematic work, drawing on existing knowledge gained from research and/or practical experience, directed 	to producing new materials, products and devices, to installing new processes, systems and services, and to improving substantially those already produced or installed.
Research and experimental development activities in this division are not to be regarded as ancillary activities. They are subdivided into the two following two categories: natural sciences and engineering; social sciences and the humanities.
This division includes also:
-	developing and producing prototypes with the primary objective to make further improvements, whether or not associated with its production.
This division excludes:
-	market research, see 7320",تحقیقات و توسعه تجربی در علوم طبیعی و مهندسی,"This class includes:
-	research and experimental development on natural sciences and engineering:
•	research and development on natural sciences
•	research and development on engineering and technology
•	research and development on medical, health and life, and veterinary sciences
•	research and development on biotechnology
•	research and development on agricultural, forestry and fisheries sciences
•	interdisciplinary research and development, predominantly on natural sciences and engineering
This class includes also:
-	DNA sequencing for general research on biological processes 
This class excludes:
-	DNA sequencing for ruling out or curing a specific disease, see 8699"
N722,فعالیت‌های حرفه‌ای، علمی و فنی,"This section includes specialised professional, scientific and technical activities. These activities require a high degree of training, and make specialised knowledge and skills available to users.",تحقیقات و توسعه علمی,"This division includes the activities of three types of research and development: (1) basic research: experimental or theoretical work undertaken primarily to acquire new knowledge of the underlying foundations of phenomena and observable facts, without particular application or use in view, (2) applied research: original investigation undertaken in order to acquire new knowledge, directed primarily towards a specific practical aim or objective and (3) experimental development: systematic work, drawing on existing knowledge gained from research and/or practical experience, directed 	to producing new materials, products and devices, to installing new processes, systems and services, and to improving substantially those already produced or installed.
Research and experimental development activities in this division are not to be regarded as ancillary activities. They are subdivided into the two following two categories: natural sciences and engineering; social sciences and the humanities.
This division includes also:
-	developing and producing prototypes with the primary objective to make further improvements, whether or not associated with its production.
This division excludes:
-	market research, see 7320",تحقیقات و توسعه تجربی در علوم اجتماعی و انسانی,"This class includes:
-	research and development on social sciences (e.g., economics and business administration; psychology and cognitive sciences; education; sociology; law; political sciences; media and communication; etc.)
-	research and development on humanities and arts (e.g., history and archeology; literature and languages; philosophy; etc.) 
-	interdisciplinary research and development, predominantly on social sciences and humanities
This class includes also:
-	research and development on socio-economic relations
This class excludes:
-	market research, see 7320"
